dates,hours,soil-moisture,soil-temperature
2023-01-15,23,19.305,7.365
2023-01-16,00,19.284166666666668,7.314166666666666
2023-01-16,01,19.263333333333332,7.263333333333333
2023-01-16,02,19.2425,7.2124999999999995
2023-01-16,03,19.221666666666668,7.161666666666666
2023-01-16,04,19.200833333333332,7.110833333333333
2023-01-16,05,19.18,7.06
2023-01-16,06,19.172857142857143,6.93
2023-01-16,07,19.165714285714284,6.8
2023-01-16,08,19.158571428571427,6.67
2023-01-16,09,19.15142857142857,6.54
2023-01-16,10,19.144285714285715,6.41
2023-01-16,11,19.137142857142855,6.28
2023-01-16,12,19.13,6.15
2023-01-16,13,19.14,6.11
2023-01-16,14,19.107692307692307,6.336923076923077
2023-01-16,15,19.075384615384614,6.563846153846154
2023-01-16,16,19.043076923076924,6.790769230769231
2023-01-16,17,19.01076923076923,7.017692307692308
2023-01-16,18,18.978461538461538,7.244615384615385
2023-01-16,19,18.946153846153845,7.4715384615384615
2023-01-16,20,18.913846153846155,7.6984615384615385
2023-01-16,21,18.88153846153846,7.9253846153846155
2023-01-16,22,18.84923076923077,8.152307692307692
2023-01-16,23,18.816923076923075,8.37923076923077
2023-01-17,00,18.784615384615385,8.606153846153846
2023-01-17,01,18.752307692307692,8.833076923076923
2023-01-17,02,18.72,9.06
2023-01-17,03,18.99375,9.125625000000001
2023-01-17,04,19.2675,9.19125
2023-01-17,05,19.541249999999998,9.256875
2023-01-17,06,19.814999999999998,9.3225
2023-01-17,07,20.08875,9.388125
2023-01-17,08,20.3625,9.45375
2023-01-17,09,20.63625,9.519375
2023-01-17,10,20.91,9.585
2023-01-17,11,21.18375,9.650625
2023-01-17,12,21.4575,9.71625
2023-01-17,13,21.73125,9.781875
2023-01-17,14,22.005000000000003,9.8475
2023-01-17,15,22.278750000000002,9.913124999999999
2023-01-17,16,22.552500000000002,9.97875
2023-01-17,17,22.82625,10.044374999999999
2023-01-17,18,23.1,10.11
2023-01-17,19,22.980384615384615,10.206538461538461
2023-01-17,20,22.860769230769233,10.303076923076922
2023-01-17,21,22.741153846153846,10.399615384615384
2023-01-17,22,22.621538461538464,10.496153846153845
2023-01-17,23,22.501923076923077,10.592692307692307
2023-01-18,00,22.382307692307695,10.689230769230768
2023-01-18,01,22.26269230769231,10.78576923076923
2023-01-18,02,22.143076923076922,10.882307692307691
2023-01-18,03,22.02346153846154,10.978846153846153
2023-01-18,04,21.903846153846153,11.075384615384614
2023-01-18,05,21.78423076923077,11.171923076923076
2023-01-18,06,21.664615384615384,11.268461538461537
2023-01-18,07,21.545,11.364999999999998
2023-01-18,08,21.425384615384615,11.46153846153846
2023-01-18,09,21.30576923076923,11.558076923076923
2023-01-18,10,21.186153846153847,11.654615384615385
2023-01-18,11,21.06653846153846,11.751153846153846
2023-01-18,12,20.946923076923078,11.847692307692308
2023-01-18,13,20.82730769230769,11.944230769230769
2023-01-18,14,20.707692307692305,12.04076923076923
2023-01-18,15,20.588076923076922,12.137307692307692
2023-01-18,16,20.468461538461536,12.233846153846153
2023-01-18,17,20.348846153846154,12.330384615384615
2023-01-18,18,20.229230769230767,12.426923076923076
2023-01-18,19,20.10961538461538,12.523461538461538
2023-01-18,20,19.99,12.62
2023-01-18,21,19.96333333333333,12.616666666666665
2023-01-18,22,19.936666666666664,12.613333333333333
2023-01-18,23,19.91,12.61
2023-01-19,00,19.883333333333333,12.606666666666666
2023-01-19,01,19.856666666666666,12.603333333333333
2023-01-19,02,19.83,12.6
2023-01-19,03,19.80333333333333,12.596666666666666
2023-01-19,04,19.776666666666667,12.593333333333334
2023-01-19,05,19.75,12.59
2023-01-19,06,19.723333333333333,12.586666666666666
2023-01-19,07,19.696666666666665,12.583333333333334
2023-01-19,08,19.669999999999998,12.58
2023-01-19,09,19.643333333333334,12.576666666666666
2023-01-19,10,19.616666666666667,12.573333333333334
2023-01-19,11,19.59,12.57
2023-01-19,12,19.618333333333332,12.746666666666666
2023-01-19,13,19.646666666666665,12.923333333333334
2023-01-19,14,19.674999999999997,13.1
2023-01-19,15,19.703333333333333,13.276666666666666
2023-01-19,16,19.731666666666666,13.453333333333333
2023-01-19,17,19.759999999999998,13.629999999999999
2023-01-19,18,19.58,14.07
2023-01-19,19,19.47,14.156666666666666
2023-01-19,20,19.346666666666664,14.466666666666667
2023-01-19,21,19.270000000000003,14.364999999999998
2023-01-19,22,19.205,13.925
2023-01-19,23,19.18,13.49
2023-01-20,00,19.158333333333335,13.198333333333332
2023-01-20,01,19.136666666666667,12.906666666666666
2023-01-20,02,19.115000000000002,12.614999999999998
2023-01-20,03,19.085833333333333,12.623055555555554
2023-01-20,04,19.05666666666667,12.63111111111111
2023-01-20,05,19.027500000000003,12.639166666666664
2023-01-20,06,18.998333333333335,12.64722222222222
2023-01-20,07,18.969166666666666,12.655277777777776
2023-01-20,08,18.94,12.663333333333332
2023-01-20,09,18.910833333333336,12.671388888888888
2023-01-20,10,18.881666666666668,12.679444444444444
2023-01-20,11,18.8525,12.6875
2023-01-20,12,18.823333333333334,12.695555555555554
2023-01-20,13,18.79416666666667,12.70361111111111
2023-01-20,14,18.765,12.711666666666666
2023-01-20,15,18.735833333333332,12.719722222222222
2023-01-20,16,18.706666666666667,12.727777777777778
2023-01-20,17,18.677500000000002,12.735833333333332
2023-01-20,18,18.648333333333333,12.743888888888888
2023-01-20,19,18.619166666666665,12.751944444444444
2023-01-20,20,18.59,12.76
2023-01-20,21,18.923333333333332,12.595555555555555
2023-01-20,22,19.256666666666668,12.431111111111111
2023-01-20,23,19.59,12.266666666666666
2023-01-22,00,19.923333333333332,12.102222222222222
2023-01-22,01,20.256666666666668,11.937777777777777
2023-01-22,02,20.59,11.773333333333333
2023-01-22,03,20.923333333333332,11.608888888888888
2023-01-22,04,21.256666666666668,11.444444444444445
2023-01-22,05,21.59,11.28
2023-01-22,06,21.923333333333332,11.115555555555556
2023-01-22,07,22.256666666666668,10.95111111111111
2023-01-22,08,22.59,10.786666666666667
2023-01-22,09,22.923333333333332,10.622222222222222
2023-01-22,10,23.256666666666668,10.457777777777778
2023-01-22,11,23.59,10.293333333333333
2023-01-22,12,23.923333333333332,10.12888888888889
2023-01-22,13,24.256666666666668,9.964444444444444
2023-01-22,14,24.59,9.8
2023-01-22,15,24.923333333333332,9.635555555555555
2023-01-22,16,25.256666666666668,9.471111111111112
2023-01-22,17,25.59,9.306666666666667
2023-01-22,18,25.923333333333332,9.142222222222223
2023-01-22,19,26.256666666666668,8.977777777777778
2023-01-22,20,26.59,8.813333333333333
2023-01-22,21,26.923333333333332,8.648888888888889
2023-01-22,22,27.256666666666668,8.484444444444446
2023-01-22,23,27.59,8.32
2023-01-23,00,26.465,8.295
2023-01-23,01,25.34,8.27
2023-01-23,02,24.994999999999997,8.295
2023-01-23,03,24.65,8.32
2023-01-23,04,24.41272727272727,8.270909090909091
2023-01-23,05,24.175454545454546,8.221818181818183
2023-01-23,06,23.938181818181818,8.172727272727274
2023-01-23,07,23.70090909090909,8.123636363636363
2023-01-23,08,23.46363636363636,8.074545454545454
2023-01-23,09,23.226363636363637,8.025454545454545
2023-01-23,10,22.98909090909091,7.9763636363636365
2023-01-23,11,22.75181818181818,7.927272727272728
2023-01-23,12,22.514545454545456,7.878181818181819
2023-01-23,13,22.277272727272727,7.829090909090909
2023-01-23,14,22.04,7.78
2023-01-23,15,10.905,4.09
2023-01-23,16,14.423333333333334,5.716666666666667
2023-01-23,17,17.941666666666666,7.343333333333334
2023-01-23,18,21.46,8.97
2023-01-23,19,21.36,8.860000000000001
2023-01-23,20,21.26,8.75
2023-01-23,21,21.16,8.64
2023-01-23,22,21.06,8.530000000000001
2023-01-23,23,20.96,8.42
2023-01-24,00,20.86,8.31
2023-01-24,01,20.83,7.98
2023-01-24,02,10.395,3.85
2023-01-24,03,20.76,7.54
2023-01-24,04,20.73,7.33
2023-01-24,05,20.69,7.085
2023-01-24,06,20.66,6.869999999999999
2023-01-24,07,20.630000000000003,6.73
2023-01-24,08,20.59,6.54
2023-01-24,09,20.56,6.39
2023-01-24,10,20.53,6.195
2023-01-24,11,20.505000000000003,6.1
2023-01-24,12,20.47,5.936666666666667
2023-01-24,13,20.47,5.843333333333334
2023-01-24,14,20.41,6.45
2023-01-24,15,20.325,7.4
2023-01-24,16,13.486666666666666,5.25
2023-01-24,17,20.17,8.56
2023-01-24,18,20.11,8.77
2023-01-24,19,20.053333333333335,8.943333333333333
2023-01-24,20,19.996666666666666,9.116666666666667
2023-01-24,21,19.933333333333334,9.196666666666665
2023-01-24,22,19.9,9.02
2023-01-24,23,19.88,8.73
2023-01-25,00,19.865000000000002,8.575
2023-01-25,01,19.85,8.42
2023-01-25,02,19.85,8.26
2023-01-25,03,19.83,8.12
2023-01-25,04,19.81,8.04
2023-01-25,05,19.796666666666667,8.076666666666666
2023-01-25,06,19.78,8.12
2023-01-25,07,19.776666666666667,8.183333333333334
2023-01-25,08,19.993333333333332,8.246666666666666
2023-01-25,09,20.21,8.31
2023-01-25,10,28.518333333333334,8.493333333333334
2023-01-25,11,36.82666666666667,8.676666666666668
2023-01-25,12,45.135000000000005,8.86
2023-01-25,13,53.443333333333335,9.043333333333333
2023-01-25,14,61.75166666666667,9.226666666666667
2023-01-25,15,70.06,9.41
2023-01-25,16,47.86833333333333,8.24
2023-01-25,17,25.676666666666666,7.07
2023-01-25,18,31.645,11.325
2023-01-25,19,28.5875,11.3925
2023-01-25,20,25.53,11.46
2023-01-25,21,24.43,11.51
2023-01-25,22,23.91,11.24
2023-01-25,23,23.39,10.969999999999999
2023-01-26,00,22.87,10.7
2023-01-26,01,22.673333333333336,10.44
2023-01-26,02,22.476666666666667,10.18
2023-01-26,03,22.28,9.92
2023-01-26,04,22.1,9.48
2023-01-26,05,21.990000000000002,9.2675
2023-01-26,06,21.880000000000003,9.055
2023-01-26,07,21.77,8.842500000000001
2023-01-26,08,21.66,8.63
2023-01-26,09,21.59,8.51
2023-01-26,10,21.45,8.12
2023-01-26,11,21.37,7.93
2023-01-26,12,21.33,7.85
2023-01-26,13,21.27,7.85
2023-01-26,14,21.11,8.3
2023-01-26,15,21.025,8.32
2023-01-26,16,20.96,8.44
2023-01-26,17,15.682500000000001,6.4725
2023-01-26,18,10.405,4.505
2023-01-26,19,15.4925,7.1325
2023-01-26,20,20.58,9.76
2023-01-26,21,20.54,9.59
2023-01-26,22,20.494999999999997,9.295
2023-01-26,23,20.450000000000003,8.795
2023-01-27,00,20.426666666666666,8.523333333333333
2023-01-27,01,20.405,8.165
2023-01-27,02,20.39,7.96
2023-01-27,03,20.37,7.716666666666666
2023-01-27,04,20.345,7.53
2023-01-27,05,20.34,7.38
2023-01-27,06,20.310000000000002,7.21
2023-01-27,07,20.28,7.04
2023-01-27,08,20.2525,6.904999999999999
2023-01-27,09,20.225,6.77
2023-01-27,10,20.21,6.63
2023-01-27,11,20.180000000000003,6.423333333333333
2023-01-27,12,20.165,6.299166666666666
2023-01-27,13,20.15,6.175000000000001
2023-01-27,14,20.07,7.0075
2023-01-27,15,19.99,7.84
2023-01-27,16,19.91,8.120000000000001
2023-01-27,17,19.85,8.94
2023-01-27,18,19.78,9.03
2023-01-27,19,13.176666666666668,6.036666666666666
2023-01-27,20,19.7,9.55
2023-01-27,21,19.62,9.623333333333333
2023-01-27,22,19.6,9.129999999999999
2023-01-27,23,19.59,8.74
2023-01-28,00,19.59,8.43
2023-01-28,01,19.59,8.143333333333333
2023-01-28,02,19.59,7.8566666666666665
2023-01-28,03,19.59,7.57
2023-01-28,04,19.59,7.34
2023-01-28,05,19.59,7.08
2023-01-28,06,19.59,6.88
2023-01-28,07,19.59,6.72
2023-01-28,08,19.586666666666666,6.573333333333333
2023-01-28,09,19.57,6.42
2023-01-28,10,19.56,6.3
2023-01-28,11,19.543333333333333,6.173333333333333
2023-01-28,12,19.54,6.050000000000001
2023-01-28,13,19.54,5.96
2023-01-28,14,19.503333333333334,6.603333333333334
2023-01-28,15,19.403333333333332,7.6933333333333325
2023-01-28,16,19.36,8.22
2023-01-28,17,19.31,8.576666666666666
2023-01-28,18,19.26,8.933333333333334
2023-01-28,19,19.21,9.29
2023-01-28,20,9.55,5.005
2023-01-28,21,14.2875,7.355
2023-01-28,22,19.025,9.705
2023-01-28,23,19.03,9.28
2023-01-29,00,19.05,8.88
2023-01-29,01,19.055,8.66
2023-01-29,02,19.05,8.39
2023-01-29,03,19.06,8.22
2023-01-29,04,19.06,8.184999999999999
2023-01-29,05,19.05,8.14
2023-01-29,06,19.05,8.04
2023-01-29,07,19.04,7.895
2023-01-29,08,19.04,7.77
2023-01-29,09,19.04,7.68
2023-01-29,10,19.025,7.575
2023-01-29,11,19.02,7.57
2023-01-29,12,19.0,7.58
2023-01-29,13,19.0,7.55
2023-01-29,14,18.965,7.865
2023-01-29,15,18.935000000000002,8.055
2023-01-29,16,18.9,8.31
2023-01-29,17,18.869999999999997,8.58
2023-01-29,18,18.81,8.965
2023-01-29,19,18.75,9.35
2023-01-29,20,18.715,9.445
2023-01-29,21,12.42,6.256666666666668
2023-01-29,22,15.555,7.773333333333333
2023-01-29,23,18.69,9.29
2023-01-30,00,18.76,9.25
2023-01-30,01,19.17,9.19
2023-01-30,02,41.32333333333334,9.113333333333333
2023-01-30,03,63.47666666666667,9.036666666666667
2023-01-30,04,85.63,8.96
2023-01-30,05,83.41,8.95
2023-01-30,06,84.16499999999999,8.927499999999998
2023-01-30,07,84.92,8.905
2023-01-30,08,85.67500000000001,8.8825
2023-01-30,09,86.43,8.86
2023-01-30,10,83.8,8.85
2023-01-30,11,75.50785714285715,9.042142857142856
2023-01-30,12,67.21571428571428,9.234285714285715
2023-01-30,13,58.92357142857143,9.426428571428572
2023-01-30,14,50.63142857142857,9.618571428571428
2023-01-30,15,42.339285714285715,9.810714285714285
2023-01-30,16,34.04714285714286,10.002857142857144
2023-01-30,17,25.755000000000003,10.195
2023-01-30,18,25.16625,10.43125
2023-01-30,19,24.5775,10.6675
2023-01-30,20,23.98875,10.90375
2023-01-30,21,23.4,11.14
2023-01-30,22,23.09,11.16
2023-01-30,23,11.445,5.56
2023-01-31,00,16.9325,8.26
2023-01-31,01,22.42,10.96
2023-01-31,02,22.32,10.94
2023-01-31,03,22.2,10.92
2023-01-31,04,22.08,10.89
2023-01-31,05,21.93,10.89
2023-01-31,06,21.8525,10.895
2023-01-31,07,21.775,10.9
2023-01-31,08,21.7,10.91
2023-01-31,09,21.59,10.92
2023-01-31,10,21.515,10.91
2023-01-31,11,21.43,10.91
2023-01-31,12,21.345,10.93
2023-01-31,13,21.29,10.966666666666667
2023-01-31,14,21.22,11.163333333333334
2023-01-31,15,21.15,11.36
2023-01-31,16,21.064999999999998,11.815000000000001
2023-01-31,17,20.965,12.375
2023-01-31,18,20.896666666666665,12.719999999999999
2023-01-31,19,20.819999999999997,12.943333333333333
2023-01-31,20,20.75,13.036666666666667
2023-01-31,21,20.673333333333332,13.213333333333333
2023-01-31,22,20.593333333333334,13.209999999999999
2023-01-31,23,15.404999999999998,9.860000000000001
2023-02-01,00,20.49,13.076666666666666
2023-02-01,01,20.45,13.023333333333333
2023-02-01,02,15.305,9.765
2023-02-01,03,20.375,13.024999999999999
2023-02-01,04,20.38,13.01
2023-02-01,05,20.52,12.84
2023-02-01,06,20.479999999999997,12.725000000000001
2023-02-01,07,20.46,12.635000000000002
2023-02-01,08,20.44,12.545
2023-02-01,09,20.38,12.5
2023-02-01,10,20.32,12.41
2023-02-01,11,15.215,9.217500000000001
2023-02-01,12,17.7125,10.64625
2023-02-01,13,20.21,12.075
2023-02-01,14,20.16,12.04
2023-02-01,15,20.095,12.24
2023-02-01,16,20.033333333333335,12.456666666666669
2023-02-01,17,19.975,12.675
2023-02-01,18,19.935000000000002,12.835
2023-02-01,19,19.884999999999998,13.190000000000001
2023-02-01,20,19.8,13.5
2023-02-01,21,19.75,13.51
2023-02-01,22,19.695,13.275
2023-02-01,23,14.752500000000001,9.82
2023-02-02,00,9.81,6.365
2023-02-02,01,19.6,12.42
2023-02-02,02,19.585,12.265
2023-02-02,03,19.58,12.12
2023-02-02,04,19.564999999999998,11.965
2023-02-02,05,19.57,11.82
2023-02-02,06,19.55333333333333,11.673333333333334
2023-02-02,07,19.536666666666665,11.571666666666667
2023-02-02,08,19.52,11.47
2023-02-02,09,19.57,11.38
2023-02-02,10,20.314999999999998,11.22
2023-02-02,11,21.06,11.06
2023-02-02,12,21.155,11.015
2023-02-02,13,21.545,10.955
2023-02-02,14,21.79,10.94
2023-02-02,15,21.763333333333332,10.995
2023-02-02,16,21.736666666666668,11.05
2023-02-02,17,21.71,11.105
2023-02-02,18,22.13,11.17
2023-02-02,19,22.15,11.225
2023-02-02,20,22.17,11.28
2023-02-02,21,23.25,11.26
2023-02-02,22,38.822500000000005,11.1
2023-02-02,23,54.395,10.94
2023-02-03,00,69.9675,10.78
2023-02-03,01,85.54,10.62
2023-02-03,02,57.21666666666667,6.896666666666667
2023-02-03,03,54.749761904761904,7.187261904761906
2023-02-03,04,52.28285714285715,7.477857142857143
2023-02-03,05,49.81595238095238,7.7684523809523816
2023-02-03,06,47.349047619047624,8.05904761904762
2023-02-03,07,44.88214285714286,8.349642857142857
2023-02-03,08,42.415238095238095,8.640238095238095
2023-02-03,09,39.94833333333334,8.930833333333334
2023-02-03,10,37.48142857142857,9.221428571428572
2023-02-03,11,35.01452380952381,9.512023809523809
2023-02-03,12,32.54761904761905,9.802619047619046
2023-02-03,13,30.080714285714286,10.093214285714286
2023-02-03,14,27.613809523809525,10.383809523809523
2023-02-03,15,25.146904761904764,10.67440476190476
2023-02-03,16,22.68,10.965
2023-02-03,17,22.30333333333333,11.813333333333333
2023-02-03,18,22.056666666666665,11.596666666666668
2023-02-03,19,21.81,11.38
2023-02-03,20,21.53,11.94
2023-02-03,21,21.47,11.85
2023-02-03,22,21.375,11.27
2023-02-03,23,21.28,10.69
2023-02-04,00,21.18,10.035
2023-02-04,01,18.78222222222222,8.63111111111111
2023-02-04,02,16.384444444444444,7.227222222222222
2023-02-04,03,13.986666666666665,5.823333333333333
2023-02-04,04,20.91,8.43
2023-02-04,05,20.87,8.26
2023-02-04,06,20.84,8.055
2023-02-04,07,20.78,7.78
2023-02-04,08,20.75,7.55
2023-02-04,09,20.69,7.36
2023-02-04,10,20.66,7.14
2023-02-04,11,20.615000000000002,6.949999999999999
2023-02-04,12,20.5875,6.8549999999999995
2023-02-04,13,20.56,6.76
2023-02-04,14,20.455,7.375
2023-02-04,15,20.365000000000002,7.965
2023-02-04,16,20.23,8.91
2023-02-04,17,20.16333333333333,9.6
2023-02-04,18,20.09,9.726666666666667
2023-02-04,19,20.07,9.52
2023-02-04,20,19.97666666666667,9.986666666666666
2023-02-04,21,19.9,9.89
2023-02-04,22,19.88,9.696666666666667
2023-02-04,23,19.86,9.425
2023-02-05,00,19.85,9.0875
2023-02-05,01,19.84,8.75
2023-02-05,02,19.82,8.605
2023-02-05,03,19.81,8.52
2023-02-05,04,13.200000000000001,5.583333333333333
2023-02-05,05,19.785,8.254999999999999
2023-02-05,06,19.78,8.08
2023-02-05,07,19.74,7.86
2023-02-05,08,19.74,7.65
2023-02-05,09,19.72,7.425
2023-02-05,10,19.71,7.28
2023-02-05,11,19.71,7.13
2023-02-05,12,19.700000000000003,7.1225000000000005
2023-02-05,13,19.69,7.115
2023-02-05,14,19.66,7.41
2023-02-05,15,19.58,8.21
2023-02-05,16,19.495,9.05
2023-02-05,17,19.436666666666667,9.78
2023-02-05,18,19.38,10.28
2023-02-05,19,19.26,10.86
2023-02-05,20,19.21,11.07
2023-02-05,21,19.16,11.2
2023-02-05,22,19.13,11.063333333333333
2023-02-05,23,19.12,10.63
2023-02-06,00,19.12,10.52
2023-02-06,01,19.12,10.23
2023-02-06,02,19.1,9.92
2023-02-06,03,19.106666666666666,9.686666666666666
2023-02-06,04,14.335,7.109999999999999
2023-02-06,05,19.11,9.27
2023-02-06,06,19.11,9.17
2023-02-06,07,19.1,9.025
2023-02-06,08,19.09,8.88
2023-02-06,09,19.085555555555555,8.736666666666666
2023-02-06,10,19.08111111111111,8.593333333333334
2023-02-06,11,19.076666666666664,8.45
2023-02-06,12,19.064999999999998,8.295
2023-02-06,13,18.987499999999997,8.9925
2023-02-06,14,18.91,9.69
2023-02-06,15,18.810000000000002,10.716666666666667
2023-02-06,16,18.7,11.825
2023-02-06,17,18.60333333333333,12.839999999999998
2023-02-06,18,18.56,12.85
2023-02-06,19,18.560000000000002,12.530000000000001
2023-02-06,20,13.8375,9.9525
2023-02-06,21,16.11375,11.29375
2023-02-06,22,18.39,12.635
2023-02-06,23,18.415,12.0425
2023-02-07,00,18.439999999999998,11.45
2023-02-07,01,18.46,10.975000000000001
2023-02-07,02,18.47,10.52
2023-02-07,03,18.48,10.260000000000002
2023-02-07,04,18.49,9.95
2023-02-07,05,13.872499999999999,7.3275
2023-02-07,06,9.255,4.705
2023-02-07,07,18.52,9.22
2023-02-07,08,18.516666666666666,9.06
2023-02-07,09,18.51,8.94
2023-02-07,10,18.515,8.670000000000002
2023-02-07,11,18.52,8.445
2023-02-07,12,18.52,8.2
2023-02-07,13,18.53,8.39
2023-02-07,14,18.42,9.39
2023-02-07,15,18.355,9.93
2023-02-07,16,18.245,11.2
2023-02-07,17,18.150000000000002,11.983333333333334
2023-02-07,18,18.1,12.235
2023-02-07,19,18.073333333333334,12.333333333333334
2023-02-07,20,18.006666666666664,12.9
2023-02-07,21,17.968333333333334,12.855
2023-02-07,22,17.93,12.81
2023-02-07,23,17.945,12.295
2023-02-08,00,17.96,11.78
2023-02-08,01,17.96,11.78
2023-02-08,02,17.96,11.78
2023-02-08,03,17.96,11.78
2023-02-08,04,17.96,11.78
2023-02-08,05,17.96,11.78
2023-02-08,06,17.96,11.78
2023-02-08,07,17.96,11.78
2023-02-08,08,17.96,11.78
2023-02-08,09,17.96,11.78
2023-02-08,10,17.96,11.78
2023-02-08,11,17.96,11.78
2023-02-08,12,17.96,11.78
2023-02-08,13,17.96,11.78
2023-02-08,14,17.96,11.78
2023-02-08,15,17.96,11.78
2023-02-08,16,17.96,11.78
2023-02-08,17,17.96,11.78
2023-02-08,18,17.96,11.78
2023-02-08,19,17.96,11.78
2023-02-08,20,17.96,11.78
2023-02-08,21,17.96,11.78
2023-02-08,22,17.96,11.78
2023-02-08,23,17.96,11.78
